opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,series,sales_price,manager,regional_office,sector,year_established,revenue,employees,office_location,subsidiary_of,ciclo_dias,converteu,categoria_ticket,ano,mes,trimestre,mes_ano
N3GVE0VP,Markita Hansen,GTK 500,Não Identificado,Engaging,2017-05-18,,,GTK,26768.0,Celia Rouche,West,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
L71FBIF7,Marty Freudenburg,MG Special,Bioholding,Lost,2017-05-18,2017-09-10,0.0,MG,55.0,Melvin Marxen,Central,medical,2012.0,587.34,1356.0,Philipines,,115.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
HU6IS6Q2,Marty Freudenburg,GTX Plus Pro,Domzoom,Won,2017-05-18,2017-06-11,5241.0,GTX,5482.0,Melvin Marxen,Central,entertainment,1998.0,217.87,551.0,United States,,24.0,1,Alto,2017.0,5.0,2.0,2017-05
UXFEJC9Q,Maureen Marcano,GTX Plus Basic,Nam-zim,Won,2017-05-18,2017-05-22,1082.0,GTX,1096.0,Summer Sewald,West,services,1987.0,405.59,1179.0,Brazil,Warephase,4.0,1,Médio,2017.0,5.0,2.0,2017-05
D4Z6IL8W,Niesha Huffines,GTX Basic,Rundofase,Won,2017-05-18,2017-06-05,616.0,GTX,550.0,Melvin Marxen,Central,technolgy,1983.0,1008.06,1238.0,United States,,18.0,1,Baixo,2017.0,5.0,2.0,2017-05
OK39IHP1,Rosalina Dieter,MG Special,Não Identificado,Engaging,2017-05-18,,,MG,55.0,Celia Rouche,West,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
5FG7S674,Rosie Papadopoulos,MG Special,Zencorporation,Lost,2017-05-18,2017-08-14,0.0,MG,55.0,Cara Losch,East,technolgy,2011.0,40.79,142.0,China,,88.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
KJXB9Q7O,Versie Hillebrand,MG Special,Finhigh,Lost,2017-05-18,2017-05-24,0.0,MG,55.0,Dustin Brinkmann,Central,finance,2006.0,1102.43,1759.0,United States,,6.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
CX4ZLSDW,Wilburn Farren,MG Special,Não Identificado,Engaging,2017-05-18,,,MG,55.0,Cara Losch,East,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
UFL6ZQDV,Zane Levy,GTX Basic,Não Identificado,Engaging,2017-05-18,,,GTX,550.0,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
KN3H2R4V,Zane Levy,GTX Basic,Y-corporation,Lost,2017-05-18,2017-06-25,0.0,GTX,550.0,Summer Sewald,West,employment,1983.0,2871.35,9561.0,United States,,38.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
20QTAZ1L,Zane Levy,MG Special,Lexiqvolax,Lost,2017-05-18,2017-05-23,0.0,MG,55.0,Summer Sewald,West,medical,2004.0,1618.89,3889.0,United States,,5.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
NJCI3Y9S,Zane Levy,GTXPro,Condax,Won,2017-05-18,2017-06-03,4642.0,,,Summer Sewald,West,medical,2017.0,4.54,9.0,United States,,16.0,1,Alto,2017.0,5.0,2.0,2017-05
OATOYNX2,Anna Snelling,MG Special,Bioholding,Won,2017-05-19,2017-06-27,63.0,MG,55.0,Dustin Brinkmann,Central,medical,2012.0,587.34,1356.0,Philipines,,39.0,1,Baixo,2017.0,5.0,2.0,2017-05
GAH11YHT,Boris Faz,MG Advanced,Konex,Lost,2017-05-19,2017-05-20,0.0,MG,3393.0,Rocco Neubert,East,technolgy,1980.0,7708.38,13756.0,United States,,1.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
FT8227WB,Cassey Cress,GTX Plus Basic,Zencorporation,Lost,2017-05-19,2017-06-01,0.0,GTX,1096.0,Rocco Neubert,East,technolgy,2011.0,40.79,142.0,China,,13.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
0XHTFQE8,Cassey Cress,GTX Plus Basic,Betasoloin,Won,2017-05-19,2017-08-19,1131.0,GTX,1096.0,Rocco Neubert,East,medical,1999.0,251.41,495.0,United States,,92.0,1,Médio,2017.0,5.0,2.0,2017-05
6I76NXTK,Corliss Cosme,GTX Basic,Ganjaflex,Won,2017-05-19,2017-09-04,503.0,GTX,550.0,Cara Losch,East,retail,1995.0,5158.71,17479.0,Japan,,108.0,1,Baixo,2017.0,5.0,2.0,2017-05
0FLFT1R4,Corliss Cosme,GTX Basic,Massive Dynamic,Won,2017-05-19,2017-08-03,516.0,GTX,550.0,Cara Losch,East,entertainment,1989.0,665.06,1095.0,United States,,76.0,1,Baixo,2017.0,5.0,2.0,2017-05
QX4VN0WB,Daniell Hammack,GTX Basic,Mathtouch,Won,2017-05-19,2017-09-01,592.0,GTX,550.0,Rocco Neubert,East,marketing,1984.0,3027.46,9516.0,Jordan,,105.0,1,Baixo,2017.0,5.0,2.0,2017-05
14V0RQBV,Darcel Schlecht,GTXPro,Toughzap,Lost,2017-05-19,2017-08-27,0.0,,,Melvin Marxen,Central,retail,1995.0,332.43,799.0,United States,,100.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
2G82J8WD,Darcel Schlecht,GTXPro,Warephase,Won,2017-05-19,2017-09-11,4914.0,,,Melvin Marxen,Central,services,1997.0,2041.73,5276.0,United States,,115.0,1,Alto,2017.0,5.0,2.0,2017-05
00KY25OA,Donn Cantrell,GTX Basic,Condax,Won,2017-05-19,2017-06-01,564.0,GTX,550.0,Rocco Neubert,East,medical,2017.0,4.54,9.0,United States,,13.0,1,Baixo,2017.0,5.0,2.0,2017-05
QDDD0L2Y,Elease Gluck,MG Special,Kan-code,Lost,2017-05-19,2017-05-27,0.0,MG,55.0,Celia Rouche,West,software,1982.0,11698.03,34288.0,United States,,8.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
6TN4T6HN,Hayden Neloms,GTX Plus Basic,Golddex,Won,2017-05-19,2017-06-01,964.0,GTX,1096.0,Celia Rouche,West,finance,2008.0,52.5,165.0,United States,,13.0,1,Baixo,2017.0,5.0,2.0,2017-05
VA2JJZXD,Jonathan Berthelot,GTXPro,Rundofase,Lost,2017-05-19,2017-09-09,0.0,,,Melvin Marxen,Central,technolgy,1983.0,1008.06,1238.0,United States,,113.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
MQY3YOQS,Jonathan Berthelot,GTX Basic,Funholding,Won,2017-05-19,2017-06-02,583.0,GTX,550.0,Melvin Marxen,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,14.0,1,Baixo,2017.0,5.0,2.0,2017-05
MGD7DZAU,Kami Bicknell,GTX Basic,Globex Corporation,Engaging,2017-05-19,,,GTX,550.0,Summer Sewald,West,technolgy,2000.0,1223.72,2497.0,Norway,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
BRFHWGVC,Kary Hendrixson,GTX Plus Basic,Não Identificado,Engaging,2017-05-19,,,GTX,1096.0,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
3YWITFR5,Lajuana Vencill,GTX Basic,Ron-tech,Won,2017-05-19,2017-08-15,440.0,GTX,550.0,Dustin Brinkmann,Central,medical,1992.0,3922.42,6837.0,United States,,88.0,1,Baixo,2017.0,5.0,2.0,2017-05
BEKQZ411,Moses Frase,MG Special,Inity,Won,2017-05-19,2017-08-31,58.0,MG,55.0,Dustin Brinkmann,Central,marketing,1986.0,2403.58,8801.0,United States,,104.0,1,Baixo,2017.0,5.0,2.0,2017-05
PK0T5N02,Reed Clapper,GTX Plus Basic,Initech,Won,2017-05-19,2017-05-26,1093.0,GTX,1096.0,Rocco Neubert,East,telecommunications,1994.0,6395.05,20275.0,United States,,7.0,1,Médio,2017.0,5.0,2.0,2017-05
8Z4ZMS9U,Violet Mclelland,MG Advanced,Não Identificado,Engaging,2017-05-19,,,MG,3393.0,Cara Losch,East,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
DTSCBNCX,Violet Mclelland,GTX Plus Basic,Donquadtech,Lost,2017-05-19,2017-08-12,0.0,GTX,1096.0,Cara Losch,East,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,85.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
TUDKP25E,Anna Snelling,MG Advanced,Rangreen,Lost,2017-05-20,2017-08-01,0.0,MG,3393.0,Dustin Brinkmann,Central,technolgy,1987.0,2938.67,8775.0,Panama,,73.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
JL9ERNVY,Boris Faz,GTX Plus Pro,Não Identificado,Engaging,2017-05-20,,,GTX,5482.0,Rocco Neubert,East,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
E1OBRLYZ,Boris Faz,GTX Basic,Zencorporation,Won,2017-05-20,2017-05-27,529.0,GTX,550.0,Rocco Neubert,East,technolgy,2011.0,40.79,142.0,China,,7.0,1,Baixo,2017.0,5.0,2.0,2017-05
913RPKAD,Cassey Cress,GTXPro,Sumace,Won,2017-05-20,2017-05-24,4839.0,,,Rocco Neubert,East,retail,2000.0,167.89,493.0,Romania,,4.0,1,Alto,2017.0,5.0,2.0,2017-05
JM5GDLEF,Corliss Cosme,GTXPro,Não Identificado,Engaging,2017-05-20,,,,,Cara Losch,East,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
NJC209SC,Darcel Schlecht,GTXPro,Cancity,Won,2017-05-20,2017-09-27,5961.0,,,Melvin Marxen,Central,retail,2001.0,718.62,2448.0,United States,,130.0,1,Alto,2017.0,5.0,2.0,2017-05
MMUC1AXI,Darcel Schlecht,GTXPro,Gogozoom,Won,2017-05-20,2017-08-09,5647.0,,,Melvin Marxen,Central,telecommunications,2007.0,86.68,187.0,United States,Sonron,81.0,1,Alto,2017.0,5.0,2.0,2017-05
X66G66ZA,Darcel Schlecht,MG Special,Toughzap,Won,2017-05-20,2017-08-18,56.0,MG,55.0,Melvin Marxen,Central,retail,1995.0,332.43,799.0,United States,,90.0,1,Baixo,2017.0,5.0,2.0,2017-05
PI2PHSBE,Donn Cantrell,GTX Basic,Zencorporation,Lost,2017-05-20,2017-08-05,0.0,GTX,550.0,Rocco Neubert,East,technolgy,2011.0,40.79,142.0,China,,77.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
CYKC7RXH,Donn Cantrell,GTXPro,Kan-code,Lost,2017-05-20,2017-08-06,0.0,,,Rocco Neubert,East,software,1982.0,11698.03,34288.0,United States,,78.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
WXRWSVTT,Garret Kinder,GTX Basic,Kan-code,Won,2017-05-20,2017-08-18,492.0,GTX,550.0,Cara Losch,East,software,1982.0,11698.03,34288.0,United States,,90.0,1,Baixo,2017.0,5.0,2.0,2017-05
81NOKKSW,Gladys Colclough,MG Special,Statholdings,Won,2017-05-20,2017-08-31,68.0,MG,55.0,Melvin Marxen,Central,employment,1997.0,291.27,586.0,United States,,103.0,1,Baixo,2017.0,5.0,2.0,2017-05
CP3JY4PE,Hayden Neloms,MG Advanced,Groovestreet,Won,2017-05-20,2017-09-14,3728.0,MG,3393.0,Celia Rouche,West,retail,2003.0,223.8,299.0,United States,,117.0,1,Alto,2017.0,5.0,2.0,2017-05
K2683261,Kami Bicknell,GTX Plus Basic,Plusstrip,Won,2017-05-20,2017-09-13,1082.0,GTX,1096.0,Summer Sewald,West,entertainment,2002.0,349.81,315.0,United States,,116.0,1,Médio,2017.0,5.0,2.0,2017-05
MPCJV2LA,Kary Hendrixson,GTX Plus Basic,Hatfan,Lost,2017-05-20,2017-08-21,0.0,GTX,1096.0,Summer Sewald,West,services,1982.0,792.46,1299.0,United States,,93.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
0DDBDPJU,Lajuana Vencill,GTX Basic,Funholding,Won,2017-05-20,2017-08-05,557.0,GTX,550.0,Dustin Brinkmann,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,77.0,1,Baixo,2017.0,5.0,2.0,2017-05
RXIQFV8D,Niesha Huffines,MG Special,Dontechi,Won,2017-05-20,2017-08-09,60.0,MG,55.0,Melvin Marxen,Central,software,1982.0,4618.0,10083.0,United States,,81.0,1,Baixo,2017.0,5.0,2.0,2017-05
5RGYU88R,Versie Hillebrand,GTX Plus Pro,Scottech,Won,2017-05-20,2017-05-25,5046.0,GTX,5482.0,Dustin Brinkmann,Central,marketing,2012.0,45.39,100.0,United States,Inity,5.0,1,Alto,2017.0,5.0,2.0,2017-05
F3P73EG4,Versie Hillebrand,MG Special,Gogozoom,Won,2017-05-20,2017-08-04,53.0,MG,55.0,Dustin Brinkmann,Central,telecommunications,2007.0,86.68,187.0,United States,Sonron,76.0,1,Baixo,2017.0,5.0,2.0,2017-05
CRLWCEMY,Versie Hillebrand,MG Advanced,Stanredtax,Won,2017-05-20,2017-06-10,2807.0,MG,3393.0,Dustin Brinkmann,Central,finance,1987.0,1698.2,3798.0,United States,,21.0,1,Médio,2017.0,5.0,2.0,2017-05
3590U14O,Vicki Laflamme,GTXPro,Plexzap,Lost,2017-05-20,2017-08-23,0.0,,,Celia Rouche,West,retail,2001.0,2437.85,4874.0,United States,,95.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
CFOYAHQ1,Zane Levy,GTXPro,Plusstrip,Lost,2017-05-20,2017-05-30,0.0,,,Summer Sewald,West,entertainment,2002.0,349.81,315.0,United States,,10.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
IQ5ASHI1,Anna Snelling,GTX Basic,Bioholding,Won,2017-05-21,2017-08-11,475.0,GTX,550.0,Dustin Brinkmann,Central,medical,2012.0,587.34,1356.0,Philipines,,82.0,1,Baixo,2017.0,5.0,2.0,2017-05
G378ZBNC,Anna Snelling,MG Advanced,Ron-tech,Won,2017-05-21,2017-08-03,3031.0,MG,3393.0,Dustin Brinkmann,Central,medical,1992.0,3922.42,6837.0,United States,,74.0,1,Alto,2017.0,5.0,2.0,2017-05
6ZVC87CV,Boris Faz,MG Special,Ontomedia,Won,2017-05-21,2017-08-09,53.0,MG,55.0,Rocco Neubert,East,employment,1997.0,882.12,2769.0,United States,,80.0,1,Baixo,2017.0,5.0,2.0,2017-05
4Y1DYANE,Cassey Cress,GTX Plus Basic,Xx-zobam,Won,2017-05-21,2017-06-04,1112.0,GTX,1096.0,Rocco Neubert,East,entertainment,1989.0,3838.39,8274.0,United States,,14.0,1,Médio,2017.0,5.0,2.0,2017-05
CX0SXNCN,Corliss Cosme,GTX Basic,Treequote,Engaging,2017-05-21,,,GTX,550.0,Cara Losch,East,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,,0,Sem Valor,2017.0,5.0,2.0,2017-05
PGYBGBU3,Daniell Hammack,GTXPro,Yearin,Won,2017-05-21,2017-09-11,4491.0,,,Rocco Neubert,East,retail,2005.0,2261.05,3851.0,United States,,113.0,1,Alto,2017.0,5.0,2.0,2017-05
GQPQ6XBD,Elease Gluck,GTX Basic,Blackzim,Won,2017-05-21,2017-06-06,562.0,GTX,550.0,Celia Rouche,West,retail,2009.0,497.11,1588.0,United States,,16.0,1,Baixo,2017.0,5.0,2.0,2017-05
G4KL8QWY,James Ascencio,GTX Basic,Rantouch,Won,2017-05-21,2017-06-04,593.0,GTX,550.0,Summer Sewald,West,telecommunications,1994.0,1188.42,3015.0,United States,,14.0,1,Baixo,2017.0,5.0,2.0,2017-05
GIVVPRQQ,Jonathan Berthelot,GTXPro,Hottechi,Won,2017-05-21,2017-08-30,4606.0,,,Melvin Marxen,Central,technolgy,1997.0,8170.38,16499.0,Korea,,101.0,1,Alto,2017.0,5.0,2.0,2017-05
JF178AXO,Kami Bicknell,GTX Plus Basic,Faxquote,Won,2017-05-21,2017-08-11,1100.0,GTX,1096.0,Summer Sewald,West,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,82.0,1,Médio,2017.0,5.0,2.0,2017-05
43NBMRFY,Kami Bicknell,GTX Plus Basic,Scotfind,Won,2017-05-21,2017-08-18,1198.0,GTX,1096.0,Summer Sewald,West,software,1996.0,6354.87,16780.0,United States,Bubba Gump,89.0,1,Médio,2017.0,5.0,2.0,2017-05
RE3UNESR,Kary Hendrixson,GTX Basic,Não Identificado,Engaging,2017-05-21,,,GTX,550.0,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
PPUSV3RG,Kary Hendrixson,GTX Plus Pro,Não Identificado,Engaging,2017-05-21,,,GTX,5482.0,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
UQ67214Z,Lajuana Vencill,MG Advanced,Dontechi,Won,2017-05-21,2017-08-20,3250.0,MG,3393.0,Dustin Brinkmann,Central,software,1982.0,4618.0,10083.0,United States,,91.0,1,Alto,2017.0,5.0,2.0,2017-05
HDITQL1S,Marty Freudenburg,MG Advanced,Treequote,Won,2017-05-21,2017-09-05,2785.0,MG,3393.0,Melvin Marxen,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,107.0,1,Médio,2017.0,5.0,2.0,2017-05
1WPONGOS,Maureen Marcano,MG Special,Scotfind,Won,2017-05-21,2017-08-11,49.0,MG,55.0,Summer Sewald,West,software,1996.0,6354.87,16780.0,United States,Bubba Gump,82.0,1,Baixo,2017.0,5.0,2.0,2017-05
UF0S02A4,Moses Frase,MG Advanced,Inity,Lost,2017-05-21,2017-05-25,0.0,MG,3393.0,Dustin Brinkmann,Central,marketing,1986.0,2403.58,8801.0,United States,,4.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
ZG1DFNPW,Moses Frase,GTX Basic,Bioholding,Won,2017-05-21,2017-09-15,547.0,GTX,550.0,Dustin Brinkmann,Central,medical,2012.0,587.34,1356.0,Philipines,,117.0,1,Baixo,2017.0,5.0,2.0,2017-05
SS9FXCS2,Niesha Huffines,MG Special,Bioholding,Won,2017-05-21,2017-08-01,57.0,MG,55.0,Melvin Marxen,Central,medical,2012.0,587.34,1356.0,Philipines,,72.0,1,Baixo,2017.0,5.0,2.0,2017-05
SHE8LB0Y,Rosalina Dieter,MG Special,Fasehatice,Lost,2017-05-21,2017-08-08,0.0,MG,55.0,Celia Rouche,West,retail,1990.0,4968.91,7523.0,United States,,79.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
9D6NTQ16,Rosalina Dieter,MG Special,Y-corporation,Lost,2017-05-21,2017-08-06,0.0,MG,55.0,Celia Rouche,West,employment,1983.0,2871.35,9561.0,United States,,77.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
59N6QWQM,Vicki Laflamme,MG Advanced,Sonron,Lost,2017-05-21,2017-05-23,0.0,MG,3393.0,Celia Rouche,West,telecommunications,1999.0,1699.85,5108.0,United States,,2.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
ZHKJIJA1,Vicki Laflamme,GTX Basic,Cheers,Won,2017-05-21,2017-08-05,572.0,GTX,550.0,Celia Rouche,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,76.0,1,Baixo,2017.0,5.0,2.0,2017-05
SDL8MJ4R,Violet Mclelland,MG Special,Ontomedia,Won,2017-05-21,2017-06-10,48.0,MG,55.0,Cara Losch,East,employment,1997.0,882.12,2769.0,United States,,20.0,1,Baixo,2017.0,5.0,2.0,2017-05
G86OKJFV,Anna Snelling,GTX Plus Pro,Isdom,Lost,2017-05-22,2017-05-31,0.0,GTX,5482.0,Dustin Brinkmann,Central,medical,2002.0,3178.24,4540.0,United States,,9.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
WM7XURV6,Corliss Cosme,GTX Plus Basic,Groovestreet,Engaging,2017-05-22,,,GTX,1096.0,Cara Losch,East,retail,2003.0,223.8,299.0,United States,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
6I125KPN,Daniell Hammack,MG Advanced,Não Identificado,Engaging,2017-05-22,,,MG,3393.0,Rocco Neubert,East,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
HUCB9WIQ,Darcel Schlecht,MG Advanced,Conecom,Lost,2017-05-22,2017-09-08,0.0,MG,3393.0,Melvin Marxen,Central,technolgy,2005.0,1520.66,1806.0,United States,,109.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
R8CMI00I,Garret Kinder,GTX Basic,Kan-code,Won,2017-05-22,2017-06-06,555.0,GTX,550.0,Cara Losch,East,software,1982.0,11698.03,34288.0,United States,,15.0,1,Baixo,2017.0,5.0,2.0,2017-05
T7HHH8HK,Garret Kinder,GTX Basic,Konex,Won,2017-05-22,2017-09-02,476.0,GTX,550.0,Cara Losch,East,technolgy,1980.0,7708.38,13756.0,United States,,103.0,1,Baixo,2017.0,5.0,2.0,2017-05
2YLXKON1,Hayden Neloms,MG Advanced,Não Identificado,Engaging,2017-05-22,,,MG,3393.0,Celia Rouche,West,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
407NLHJH,James Ascencio,GTX Plus Basic,Labdrill,Won,2017-05-22,2017-06-14,1090.0,GTX,1096.0,Summer Sewald,West,medical,1985.0,2741.37,9226.0,United States,,23.0,1,Médio,2017.0,5.0,2.0,2017-05
ZJQKUIZ4,Kary Hendrixson,MG Special,Opentech,Engaging,2017-05-22,,,MG,55.0,Summer Sewald,West,finance,1994.0,355.23,853.0,United States,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
KD63LC6D,Kary Hendrixson,GTX Basic,Condax,Won,2017-05-22,2017-09-25,584.0,GTX,550.0,Summer Sewald,West,medical,2017.0,4.54,9.0,United States,,126.0,1,Baixo,2017.0,5.0,2.0,2017-05
WS3BIQ4S,Markita Hansen,GTX Plus Pro,Não Identificado,Engaging,2017-05-22,,,GTX,5482.0,Celia Rouche,West,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
TB27K4GC,Markita Hansen,GTK 500,Finjob,Won,2017-05-22,2017-08-14,24745.0,GTK,26768.0,Celia Rouche,West,employment,1988.0,2059.9,3644.0,United States,,84.0,1,Premium,2017.0,5.0,2.0,2017-05
U177IWW0,Maureen Marcano,GTX Plus Basic,Não Identificado,Engaging,2017-05-22,,,GTX,1096.0,Summer Sewald,West,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
VN8YFKTN,Reed Clapper,GTXPro,Condax,Lost,2017-05-22,2017-05-25,0.0,,,Rocco Neubert,East,medical,2017.0,4.54,9.0,United States,,3.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
NFFS1KSK,Reed Clapper,GTX Basic,Zotware,Won,2017-05-22,2017-05-27,512.0,GTX,550.0,Rocco Neubert,East,software,1979.0,4478.47,13809.0,United States,,5.0,1,Baixo,2017.0,5.0,2.0,2017-05
SWEQFKRF,Rosie Papadopoulos,GTXPro,Não Identificado,Engaging,2017-05-22,,,,,Cara Losch,East,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
V1T47SKL,Vicki Laflamme,MG Special,Zoomit,Won,2017-05-22,2017-06-07,60.0,MG,55.0,Celia Rouche,West,entertainment,1992.0,324.19,978.0,United States,,16.0,1,Baixo,2017.0,5.0,2.0,2017-05
LFPY1Z14,Zane Levy,GTXPro,Hottechi,Lost,2017-05-22,2017-09-07,0.0,,,Summer Sewald,West,technolgy,1997.0,8170.38,16499.0,Korea,,108.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
M6IGBW79,Zane Levy,GTX Plus Basic,Dalttechnology,Won,2017-05-22,2017-08-08,1088.0,GTX,1096.0,Summer Sewald,West,software,2013.0,98.79,96.0,United States,Bubba Gump,78.0,1,Médio,2017.0,5.0,2.0,2017-05
HYSOZRCG,Boris Faz,GTX Plus Basic,Não Identificado,Engaging,2017-05-23,,,GTX,1096.0,Rocco Neubert,East,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
41RF80KQ,Boris Faz,GTX Plus Pro,Não Identificado,Engaging,2017-05-23,,,GTX,5482.0,Rocco Neubert,East,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
CYB0NUCJ,Cassey Cress,MG Special,Não Identificado,Engaging,2017-05-23,,,MG,55.0,Rocco Neubert,East,,,,,,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
2QGI573A,Corliss Cosme,GTX Basic,The New York Inquirer,Won,2017-05-23,2017-05-26,463.0,GTX,550.0,Cara Losch,East,medical,1996.0,439.21,792.0,United States,,3.0,1,Baixo,2017.0,5.0,2.0,2017-05
QW4QPPSY,Donn Cantrell,GTX Plus Basic,Gekko & Co,Won,2017-05-23,2017-08-24,877.0,GTX,1096.0,Rocco Neubert,East,retail,1990.0,2520.83,3502.0,United States,,93.0,1,Baixo,2017.0,5.0,2.0,2017-05
99L2TNR5,Gladys Colclough,MG Advanced,Hottechi,Won,2017-05-23,2017-08-24,3339.0,MG,3393.0,Melvin Marxen,Central,technolgy,1997.0,8170.38,16499.0,Korea,,93.0,1,Alto,2017.0,5.0,2.0,2017-05
3H3TNCP5,James Ascencio,GTX Plus Basic,Condax,Engaging,2017-05-23,,,GTX,1096.0,Summer Sewald,West,medical,2017.0,4.54,9.0,United States,,,0,Sem Valor,2017.0,5.0,2.0,2017-05
J8Y1OGY2,Jonathan Berthelot,MG Special,Finhigh,Lost,2017-05-23,2017-05-28,0.0,MG,55.0,Melvin Marxen,Central,finance,2006.0,1102.43,1759.0,United States,,5.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
7SJD7M9K,Jonathan Berthelot,GTXPro,Funholding,Won,2017-05-23,2017-08-20,4180.0,,,Melvin Marxen,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,89.0,1,Alto,2017.0,5.0,2.0,2017-05
OKNOWHS3,Kary Hendrixson,GTX Plus Basic,Labdrill,Lost,2017-05-23,2017-08-02,0.0,GTX,1096.0,Summer Sewald,West,medical,1985.0,2741.37,9226.0,United States,,71.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
VO8WTDHE,Markita Hansen,GTX Basic,Hatfan,Lost,2017-05-23,2017-05-26,0.0,GTX,550.0,Celia Rouche,West,services,1982.0,792.46,1299.0,United States,,3.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
5FX5TX9L,Markita Hansen,GTX Plus Pro,Hatfan,Won,2017-05-23,2017-08-14,4642.0,GTX,5482.0,Celia Rouche,West,services,1982.0,792.46,1299.0,United States,,83.0,1,Alto,2017.0,5.0,2.0,2017-05
TLT4JJ0U,Marty Freudenburg,MG Advanced,Warephase,Lost,2017-05-23,2017-09-13,0.0,MG,3393.0,Melvin Marxen,Central,services,1997.0,2041.73,5276.0,United States,,113.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
RA77E84P,Niesha Huffines,GTX Basic,Globex Corporation,Won,2017-05-23,2017-09-08,578.0,GTX,550.0,Melvin Marxen,Central,technolgy,2000.0,1223.72,2497.0,Norway,,108.0,1,Baixo,2017.0,5.0,2.0,2017-05
7U225819,Versie Hillebrand,MG Advanced,Gogozoom,Won,2017-05-23,2017-08-11,3285.0,MG,3393.0,Dustin Brinkmann,Central,telecommunications,2007.0,86.68,187.0,United States,Sonron,80.0,1,Alto,2017.0,5.0,2.0,2017-05
075SHVO3,Vicki Laflamme,MG Special,Plexzap,Lost,2017-05-23,2017-08-12,0.0,MG,55.0,Celia Rouche,West,retail,2001.0,2437.85,4874.0,United States,,81.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
HHNFD7DX,Violet Mclelland,GTX Plus Basic,Xx-zobam,Lost,2017-05-23,2017-08-29,0.0,GTX,1096.0,Cara Losch,East,entertainment,1989.0,3838.39,8274.0,United States,,98.0,0,Sem Valor,2017.0,5.0,2.0,2017-05
PA55AGYL,Zane Levy,GTXPro,Cheers,Won,2017-05-23,2017-05-31,5212.0,,,Summer Sewald,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,8.0,1,Alto,2017.0,5.0,2.0,2017-05
